year,to_country,performer,song,performer_orig,song_orig,place_final,points_final
1973,Norway,Bendik Singers,It's Just a Game,Game,It's Just a  Bendik Singers,7.0,89.0
1973,Germany,Gitte,Junger Tag,Tag,Junger  Gitte,8.0,85.0
1973,Monaco,Marie,Un train qui part,part,Un train qui  Marie,8.0,85.0
1973,Portugal,Fernando Tordo,Tourada,Tourada, Fernando Tordo,10.0,80.0
1973,Ireland,Maxi,Do I Dream,Dream,Do I  Maxi,10.0,80.0
1973,Switzerland,Patrick Juvet,"Je vais me marier, Marie",Marie,"Je vais me marier,  Patrick Juvet",12.0,79.0
1973,Italy,Massimo Ranieri,Chi sarà con te,te,Chi sarà con  Massimo Ranieri,13.0,74.0
1973,Netherlands,Ben Cramer,De oude muzikant,muzikant,De oude  Ben Cramer,14.0,69.0
1973,Yugoslavia,Zdravko Čolić,Gori vatra,vatra,Gori  Zdravko Čolić,15.0,65.0
1973,France,Martine Clémenceau,Sans toi,toi,Sans  Martine Clémenceau,15.0,65.0
1973,Belgium,Nicole and Hugo,", Baby",Baby,",  Nicole and Hugo",17.0,58.0
1974,Sweden,ABBA,Waterloo,Waterloo, ABBA,1.0,24.0
1974,Italy,Gigliola Cinquetti,Sì,Sì, Gigliola Cinquetti,2.0,18.0
1974,Netherlands,Mouth & MacNeal,I See a Star,Star,I See a  Mouth & MacNeal,3.0,15.0
1974,United Kingdom,Olivia Newton-John,Long Live Love,Love,Long Live  Olivia Newton-John,4.0,14.0
1974,Luxembourg,Ireen Sheer,Bye Bye I Love You,You,Bye Bye I Love  Ireen Sheer,4.0,14.0
1974,Monaco,Romuald,Celui qui reste et celui qui s'en va,va,Celui qui reste et celui qui s'en  Romuald,4.0,14.0
1974,Israel,Kaveret (Poogy),Natati la khayay,khayay,Natati la  Kaveret (Poogy),7.0,11.0
1974,Ireland,Tina,Cross Your Heart,Heart,Cross Your  Tina,7.0,11.0
1974,Spain,Peret,Canta y sé feliz,feliz,Canta y sé  Peret,9.0,10.0
1974,Belgium,Jacques Hustin,Fleur de liberté,liberté,Fleur de  Jacques Hustin,9.0,10.0
1974,Greece,Marinella,"Krassi, thalassa ke t' agori mou",mou,"Krassi, thalassa ke t' agori  Marinella",11.0,7.0
1974,Yugoslavia,Korni,Generacija '42,'42,Generacija  Korni,12.0,6.0
1974,Finland,Carita,Älä mene pois (Keep Me Warm),Warm),Älä mene pois (Keep Me  Carita,13.0,4.0
1974,Norway,Anne-Karine Ström and the Bendik Singers,The First Day of Love,Love,The First Day of  Anne-Karine Ström and the Bendik Singers,14.0,3.0
1974,Germany,Cindy & Bert,Die Sommermelodie,Sommermelodie,Die  Cindy & Bert,14.0,3.0
1974,Switzerland,Piera Martell,Mein Ruf nach dir,dir,Mein Ruf nach  Piera Martell,14.0,3.0
1974,Portugal,Paulo de Carvalho,E depois do adeus,adeus,E depois do  Paulo de Carvalho,14.0,3.0
1975,Netherlands,Teach-In,Ding-a-dong,Ding-a-dong, Teach-In,1.0,152.0
1975,United Kingdom,The Shadows,Let Me Be the One,One,Let Me Be the  The Shadows,2.0,138.0
1975,Italy,Wess & Dori Ghezzi,Era,Era, Wess & Dori Ghezzi,3.0,115.0
1975,France,Nicole Rieu,Et bonjour à toi l'artiste,l'artiste,Et bonjour à toi  Nicole Rieu,4.0,91.0
1975,Luxembourg,Géraldine,Toi,Toi, Géraldine,5.0,84.0
1975,Switzerland,Simone Drexel,Mikado,Mikado, Simone Drexel,6.0,77.0
1975,Finland,Pihasoittajat,Old Man Fiddle,Fiddle,Old Man  Pihasoittajat,7.0,74.0
1975,Sweden,Lars Berghagen and the Dolls,", Jennie",Jennie,",  Lars Berghagen and the Dolls",8.0,72.0
1975,Ireland,The Swarbriggs,That's What Friends Are For,For,That's What Friends Are  The Swarbriggs,9.0,68.0
1975,Spain,Sergio & Estíbaliz,Tú volverás,volverás,Tú  Sergio & Estíbaliz,10.0,53.0
1975,Israel,Shlomo Artzi,At va'ani,va'ani,At  Shlomo Artzi,11.0,40.0
1975,Malta,Renato,Singing This Song,Song,Singing This  Renato,12.0,32.0
1975,Yugoslavia,Pepel In Kri,Dan ljubezni,ljubezni,Dan  Pepel In Kri,13.0,22.0
1975,Monaco,Sophie,Une chanson c'est une lettre,lettre,Une chanson c'est une  Sophie,13.0,22.0
1975,Belgium,Ann Christy,Gelukkig zijn,zijn,Gelukkig  Ann Christy,15.0,17.0
1975,Portugal,Duarte Mendes,Madrugada,Madrugada, Duarte Mendes,16.0,16.0
1975,Germany,Joy Fleming,Ein Lied kann eine Brücke sein,sein,Ein Lied kann eine Brücke  Joy Fleming,17.0,15.0
1975,Norway,Ellen Nikolaysen,Touch My Life with Summer,Summer,Touch My Life with  Ellen Nikolaysen,18.0,11.0
1975,Turkey,Semiha Yankı,Seninle bir dakika,dakika,Seninle bir  Semiha Yankı,19.0,3.0
1977,France,Marie Myriam,L'Oiseau et l'Enfant,l'Enfant,L'Oiseau et  Marie Myriam,1.0,136.0
1977,United Kingdom,Lynsey de Paul & Mike Moran,Rock Bottom,Bottom,Rock  Lynsey de Paul & Mike Moran,2.0,121.0
1977,Ireland,The Swarbriggs Plus Two,It's Nice to Be in Love Again,Again,It's Nice to Be in Love  The Swarbriggs Plus Two,3.0,119.0
1977,Monaco,Michèle Torr,Une petite Française,Française,Une petite  Michèle Torr,4.0,96.0
1977,Greece,"Pascalis, Marianna, Robert & Bessy",Mathima solfez,solfez,"Mathima  Pascalis, Marianna, Robert & Bessy",5.0,92.0
1977,Switzerland,Pepe Lienhard Band,Swiss Lady,Lady,Swiss  Pepe Lienhard Band,6.0,71.0
1977,Belgium,Dream Express,"A Million in One, Two, Three",Three,"A Million in One, Two,  Dream Express",7.0,69.0
1977,Germany,Silver Convention,Telegram,Telegram, Silver Convention,8.0,55.0
1977,Spain,Micky,Enséñame a cantar,cantar,Enséñame a  Micky,9.0,52.0
1977,Finland,Monica Aspelund,Lapponia,Lapponia, Monica Aspelund,10.0,50.0
1977,Israel,Ilanit,Ah-haa-vah hee shir lish-naa-yim,lish-naa-yim,Ah-haa-vah hee shir  Ilanit,11.0,49.0
1977,Netherlands,Heddy Lester,De mallemolen,mallemolen,De  Heddy Lester,12.0,35.0
1977,Italy,Mia Martini,Libera,Libera, Mia Martini,13.0,33.0
1977,Norway,Anita Skorgan,Casanova,Casanova, Anita Skorgan,14.0,18.0
1977,Portugal,Os Amigos,Portugal no coração,coração,Portugal no  Os Amigos,14.0,18.0
1977,Luxembourg,Anne Marie B.,Frère Jacques,Jacques,Frère  Anne Marie B.,16.0,17.0
1977,Austria,Schmetterlinge,Boom Boom Boomerang,Boomerang,Boom Boom  Schmetterlinge,17.0,11.0
1977,Sweden,Forbes,Beatles,Beatles, Forbes,18.0,2.0
1978,Israel,Izhar Cohen and the Alphabeta,A-ba-ni-bi,A-ba-ni-bi, Izhar Cohen and the Alphabeta,1.0,157.0
1978,Belgium,Jean Vallée,L'amour ça fait chanter la vie,vie,L'amour ça fait chanter la  Jean Vallée,2.0,125.0
1978,France,Joël Prévost,Il y aura toujours des violons,violons,Il y aura toujours des  Joël Prévost,3.0,119.0
1978,Monaco,Caline and Olivier Toussaint,Les jardins de Monaco,Monaco,Les jardins de  Caline and Olivier Toussaint,4.0,107.0
1978,Ireland,Colm T. Wilkinson,Born to Sing,Sing,Born to  Colm T. Wilkinson,5.0,86.0
1978,Germany,Ireen Sheer,Feuer,Feuer, Ireen Sheer,6.0,84.0
1978,Luxembourg,Baccara,Parlez-vous français ?,?,Parlez-vous français  Baccara,7.0,73.0
1978,Greece,Tania Tsanaklidou,Charlie Chaplin,Chaplin,Charlie  Tania Tsanaklidou,8.0,66.0
1978,Spain,José Vélez,Bailemos un vals,vals,Bailemos un  José Vélez,9.0,65.0
1978,Switzerland,Carole Vinci,Vivre,Vivre, Carole Vinci,9.0,65.0
1978,United Kingdom,Co-Co,The Bad Old Days,Days,The Bad Old  Co-Co,11.0,61.0
1978,Italy,Ricchi e Poveri,Questo amore,amore,Questo  Ricchi e Poveri,12.0,53.0
1978,Netherlands,Harmony,'t Is OK,OK,'t Is  Harmony,13.0,37.0
1978,Sweden,Björn Skifs,Det blir alltid värre framåt natten,natten,Det blir alltid värre framåt  Björn Skifs,14.0,26.0
1978,Austria,Springtime,Mrs. Caroline Robinson,Robinson,Mrs. Caroline  Springtime,15.0,14.0
1978,Denmark,Mabel,Boom,Boom,  Mabel,16.0,13.0
1978,Portugal,Gemini,Dai-li-dou,Dai-li-dou, Gemini,17.0,5.0
1978,Finland,Seija Simola,Anna rakkaudelle tilaisuus,tilaisuus,Anna rakkaudelle  Seija Simola,18.0,2.0
1978,Turkey,Nazar,Sevince,Sevince, Nazar,18.0,2.0
1978,Norway,Jahn Teigen,Mil etter mil,mil,Mil etter  Jahn Teigen,20.0,0.0
1979,Israel,Milk and Honey,Hallelujah,Hallelujah, Milk and Honey,1.0,125.0
1979,Spain,Betty Missiego,Su canción,canción,Su  Betty Missiego,2.0,116.0
1979,France,Anne-Marie David,Je suis l'enfant-soleil,l'enfant-soleil,Je suis  Anne-Marie David,3.0,106.0
1979,Germany,Dschinghis,Dschinghis Khan,Khan,Dschinghis  Dschinghis,4.0,86.0
1979,Ireland,Cathal Dunne,Happy Man,Man,Happy  Cathal Dunne,5.0,80.0
1979,Denmark,Tommy Seebach,Disco tango,tango,Disco  Tommy Seebach,6.0,76.0
1979,United Kingdom,Black Lace,Mary Ann,Ann,Mary  Black Lace,7.0,73.0
1979,Greece,Elpida,Socrates,Socrates, Elpida,8.0,69.0
1979,Portugal,Manuela Bravo,"Sobe, , balão sobe",sobe,"Sobe, , balão  Manuela Bravo",9.0,64.0
1979,Switzerland,"Peter, Sue & Marc and Pfuri, Gorps & Kniri",Trödler & Co,Co,"Trödler &  Peter, Sue & Marc and Pfuri, Gorps & Kniri",10.0,60.0
1979,Norway,Anita Skorgan,Oliver,Oliver, Anita Skorgan,11.0,57.0
1979,Netherlands,Xandra,Colorado,Colorado, Xandra,12.0,51.0
1979,Luxembourg,Jeane Manson,J'ai déjà vu ça dans tes yeux,yeux,J'ai déjà vu ça dans tes  Jeane Manson,13.0,44.0
1979,Finland,Katri Helena,Katson sineen taivaan,taivaan,Katson sineen  Katri Helena,14.0,38.0
1979,Italy,Matia Bazar,Raggio di luna,luna,Raggio di  Matia Bazar,15.0,27.0
1979,Monaco,Laurent Vaguener,Notre vie c'est la musique,musique,Notre vie c'est la  Laurent Vaguener,16.0,12.0
1979,Sweden,Ted Gärdestad,Satellit,Satellit, Ted Gärdestad,17.0,8.0
1979,Belgium,Micha Marah,Hey Nana,Nana,Hey  Micha Marah,18.0,5.0
1979,Austria,Christina Simon,Heute in Jerusalem,Jerusalem,Heute in  Christina Simon,18.0,5.0
1980,Ireland,Johnny Logan,What's Another Year,Year,What's Another  Johnny Logan,1.0,143.0
1980,Germany,Katja Ebstein,Theater,Theater, Katja Ebstein,2.0,128.0
1980,United Kingdom,Prima Donna,Love Enough for Two,Two,Love Enough for  Prima Donna,3.0,106.0
1980,Switzerland,Paola,Cinéma,Cinéma, Paola,4.0,104.0
1980,Netherlands,Maggie MacNeal,Amsterdam,Amsterdam, Maggie MacNeal,5.0,93.0
1980,Italy,Alan Sorrenti,Non so che darei,darei,Non so che  Alan Sorrenti,6.0,87.0
1980,Portugal,José Cid,"Um grande, grande amor",amor,"Um grande, grande  José Cid",7.0,71.0
1980,Austria,Blue Danube,Du bist Musik,Musik,Du bist  Blue Danube,8.0,64.0
1980,Luxembourg,Sophie & Magaly,Papa Pingouin,Pingouin,Papa  Sophie & Magaly,9.0,56.0
1980,Sweden,Tomas Ledin,Just nu,nu,Just  Tomas Ledin,10.0,47.0
1980,France,Profil,"Hé, hé m'sieurs dames",dames,"Hé, hé m'sieurs  Profil",11.0,45.0
1980,Spain,Trigo Limpio,Quédate esta noche,noche,Quédate esta  Trigo Limpio,12.0,38.0
1980,Greece,Anna Vissi and the Epikouri,Autostop,Autostop, Anna Vissi and the Epikouri,13.0,30.0
1980,Denmark,Bamses Venner,Tænker altid på dig,dig,Tænker altid på  Bamses Venner,14.0,25.0
1980,Turkey,Ajda Pekkan,Petr'oil,Petr'oil, Ajda Pekkan,15.0,23.0
1980,Norway,Sverre Kjellsberg & Mattis Hætta,Sámiid ædnan,ædnan,Sámiid  Sverre Kjellsberg & Mattis Hætta,16.0,15.0
1980,Belgium,Telex,Euro-vision,Euro-vision, Telex,17.0,14.0
1980,Morocco,Samira Bensaïd,Bitakat Hob,Hob,Bitakat  Samira Bensaïd,18.0,7.0
1980,Finland,Vesa-Matti Loiri,Huilumies,Huilumies, Vesa-Matti Loiri,19.0,6.0
1981,United Kingdom,Bucks Fizz,Making Your Mind Up,Up,Making Your Mind  Bucks Fizz,1.0,136.0
1981,Germany,Lena Valaitis,Johnny Blue,Blue,Johnny  Lena Valaitis,2.0,132.0
1981,France,Jean Gabilou,Humanahum,Humanahum, Jean Gabilou,3.0,125.0
1981,Switzerland,"Per, Sue & Marc",Io senza te,te,"Io senza  Per, Sue & Marc",4.0,121.0
1981,Ireland,Sheeba,Horoscopes,Horoscopes, Sheeba,5.0,105.0
1981,Cyprus,Island,Monika,Monika, Island,6.0,69.0
1981,Israel,Habibi,Halaylah,Halaylah, Habibi,7.0,56.0
1981,Greece,Yiannis Dimitras,Feggari kalokerino,kalokerino,Feggari  Yiannis Dimitras,8.0,55.0
1981,Netherlands,Linda Williams,Het is een wonder,wonder,Het is een  Linda Williams,9.0,51.0
1981,Sweden,Björn Skifs,Fångad i en dröm,dröm,Fångad i en  Björn Skifs,10.0,50.0
1981,Luxembourg,Jean-Claude Pascal,C'est peut-être pas l'Amérique,l'Amérique,C'est peut-être pas  Jean-Claude Pascal,11.0,41.0
1981,Denmark,Debbie Cameron & Tommy Seebach,Krøller eller ej,ej,Krøller eller  Debbie Cameron & Tommy Seebach,11.0,41.0
1981,Belgium,Emly Starr,Samson,Samson, Emly Starr,13.0,40.0
1981,Spain,Bacchelli,Y sólo tú,tú,Y sólo  Bacchelli,14.0,38.0
1981,Yugoslavia,Seid-Memić Vajta,Lejla,Lejla, Seid-Memić Vajta,15.0,35.0
1981,Finland,Riki Sorsa,Reggae O.K.,O.K.,Reggae  Riki Sorsa,16.0,27.0
1981,Austria,Marty Brem,Wenn du da bist,bist,Wenn du da  Marty Brem,17.0,20.0
1981,Turkey,Modern Folk Trio & Ayşegül,Dönme Dolap,Dolap,Dönme  Modern Folk Trio & Ayşegül,18.0,9.0
1981,Portugal,Carlos Paião,Play-back,Play-back, Carlos Paião,18.0,9.0
1981,Norway,Finn Kalvik,Aldri i livet,livet,Aldri i  Finn Kalvik,20.0,0.0
1982,Germany,Nicole,Ein bißchen Frieden,Frieden,Ein bißchen  Nicole,1.0,161.0
1982,Israel,Avi Toledano,Hora,Hora, Avi Toledano,2.0,100.0
1982,Switzerland,Arlette Zola,Amour on t'aime,t'aime,Amour on  Arlette Zola,3.0,97.0
1982,Belgium,Stella,Si tu aimes ma musique,musique,Si tu aimes ma  Stella,4.0,96.0
1982,Cyprus,Anna Vissi,Mono i agapi,agapi,Mono i  Anna Vissi,5.0,85.0
1982,Luxembourg,Svetlana,Cours après le temps,temps,Cours après le  Svetlana,6.0,78.0
1982,United Kingdom,Bardo,One Step Further,Further,One Step  Bardo,7.0,76.0
1982,Sweden,Chips,Dag efter dag,dag,Dag efter  Chips,8.0,67.0
1982,Austria,Mess,Sonntag,Sonntag, Mess,9.0,57.0
1982,Spain,Lucía,Él,Él, Lucía,10.0,52.0
1982,Ireland,The Duskeys,"Here Today, Gone Tomorrow",Tomorrow,"Here Today, Gone  The Duskeys",11.0,49.0
1982,Norway,Jahn Teigen & Anita Skorgan,Adieu,Adieu, Jahn Teigen & Anita Skorgan,12.0,40.0
1982,Portugal,Doce,Bem bom,bom,Bem  Doce,13.0,32.0
1982,Yugoslavia,Aska,"Halo, halo",halo,"Halo,  Aska",14.0,21.0
1982,Turkey,Neco,Hani?,Hani?, Neco,15.0,20.0
1982,Netherlands,Bill van Dijk,Jij en ik,ik,Jij en  Bill van Dijk,16.0,8.0
1982,Denmark,Brixx,Video video,video,Video  Brixx,17.0,5.0
1982,Finland,Kojo,Nuku pommiin,pommiin,Nuku  Kojo,18.0,0.0
1983,Luxembourg,Corinne Hermès,Si la vie est cadeau,cadeau,Si la vie est  Corinne Hermès,1.0,142.0
1983,Israel,Ofra Haza,Hi,Hi, Ofra Haza,2.0,136.0
1983,Sweden,Carola Häggkvist,Främling,Främling, Carola Häggkvist,3.0,126.0
1983,Yugoslavia,Danijel,Džuli,Džuli, Danijel,4.0,125.0
1983,Germany,Hoffmann und Hoffmann,Rücksicht,Rücksicht, Hoffmann und Hoffmann,5.0,94.0
1983,United Kingdom,Sweet Dreams,I'm Never Giving Up,Up,I'm Never Giving  Sweet Dreams,6.0,79.0
1983,Netherlands,Bernadette,Sing Me a Song,Song,Sing Me a  Bernadette,7.0,66.0
1983,France,Guy Bonnet,Vivre,Vivre, Guy Bonnet,8.0,56.0
1983,Norway,Jahn Teigen,Do-Re-Mi,Do-Re-Mi, Jahn Teigen,9.0,53.0
1983,Austria,Westend,Hurricane,Hurricane, Westend,9.0,53.0
1983,Italy,Riccardo Fogli,Per Lucia,Lucia,Per  Riccardo Fogli,11.0,41.0
1983,Finland,Ami Aspelund,Fantasiaa,Fantasiaa, Ami Aspelund,11.0,41.0
1983,Portugal,Armando Gama,Esta balada que te dou,dou,Esta balada que te  Armando Gama,13.0,33.0
1983,Greece,Christie Stassinopoulou,Mou les,les,Mou  Christie Stassinopoulou,14.0,32.0
1983,Switzerland,Mariella Farré,Io così non ci sto,sto,Io così non ci  Mariella Farré,15.0,28.0
1983,Cyprus,Stavros & Constantina,I agapi akoma zi,zi,I agapi akoma  Stavros & Constantina,16.0,26.0
1983,Denmark,Gry Johansen,Kloden drejer,drejer,Kloden  Gry Johansen,17.0,16.0
1983,Belgium,Pas de Deux,Rendez-vous,Rendez-vous, Pas de Deux,18.0,13.0
1983,Turkey,Çetin Alp and the Short Wave,Opera,Opera, Çetin Alp and the Short Wave,19.0,0.0
1983,Spain,Remedios Amaya,¿Quién maneja mi barca?,barca?,¿Quién maneja mi  Remedios Amaya,19.0,0.0
1984,Sweden,Herrey's,Diggi-loo Diggy-ley,Diggy-ley,Diggi-loo  Herrey's,1.0,145.0
1984,Ireland,Linda Martin,Terminal 3,3,Terminal  Linda Martin,2.0,137.0
1984,Spain,Bravo,", Lady",Lady,",  Bravo",3.0,106.0
1984,Denmark,Hot Eyes,Det' lige det,det,Det' lige  Hot Eyes,4.0,101.0
1984,Belgium,Jacques Zegers,Avanti la vie,vie,Avanti la  Jacques Zegers,5.0,70.0
1984,Italy,Alice & Battiato,I treni di Tozeur,Tozeur,I treni di  Alice & Battiato,5.0,70.0
1984,United Kingdom,Belle and the Devotions,Love Games,Games,Love  Belle and the Devotions,7.0,63.0
1984,France,Annick Thoumazeau,Autant d'amoureux que d'étoiles,d'étoiles,Autant d'amoureux que  Annick Thoumazeau,8.0,61.0
1984,Finland,Kirka,Hengaillaan,Hengaillaan, Kirka,9.0,46.0
1984,Luxembourg,Sophie Carle,100% d'amour,d'amour,100%  Sophie Carle,10.0,39.0
1984,Portugal,Maria Guinot,Silêncio e tanta gente,gente,Silêncio e tanta  Maria Guinot,11.0,38.0
1984,Turkey,"Beş Yıl Önce, On Yıl Sonra",Halay,Halay," Beş Yıl Önce, On Yıl Sonra",12.0,37.0
1984,Netherlands,Maribelle,Ik hou van jou,jou,Ik hou van  Maribelle,13.0,34.0
1984,Germany,Mary Roos,Aufrecht geh'n,geh'n,Aufrecht  Mary Roos,13.0,34.0
1984,Cyprus,Andy Paul,Anna Maria Lena,Lena,Anna Maria  Andy Paul,15.0,31.0
1984,Switzerland,Rainy Day,Welche Farbe hat der Sonnenschein?,Sonnenschein?,Welche Farbe hat der  Rainy Day,16.0,30.0
1984,Norway,Dollie de Luxe,Lenge leve livet,livet,Lenge leve  Dollie de Luxe,17.0,29.0
1984,Yugoslavia,Ida & Vlado,Ciao amore,amore,Ciao  Ida & Vlado,18.0,26.0
1984,Austria,Anita,Einfach weg,weg,Einfach  Anita,19.0,5.0
1985,Norway,Bobbysocks,La det swinge,swinge,La det  Bobbysocks,1.0,123.0
1985,Germany,Wind,Für alle,alle,Für  Wind,2.0,105.0
1985,Sweden,Kikki Danielsson,Bra vibrationer,vibrationer,Bra  Kikki Danielsson,3.0,103.0
1985,United Kingdom,Vikki,Love Is...,Is...,Love  Vikki,4.0,100.0
1985,Israel,Izhar Cohen,", Olé",Olé,",  Izhar Cohen",5.0,93.0
1985,Ireland,Maria Christian,Wait Until the Weekend Comes,Comes,Wait Until the Weekend  Maria Christian,6.0,91.0
1985,Italy,Al Bano and Romina Power,"Magic, oh magic",magic,"Magic, oh  Al Bano and Romina Power",7.0,78.0
1985,Austria,Gary Lux,Kinder dieser Welt,Welt,Kinder dieser  Gary Lux,8.0,60.0
1985,Finland,Sonja Lumme,Eläköön elämä,elämä,Eläköön  Sonja Lumme,9.0,58.0
1985,France,Roger Bens,Femme dans ses rêves aussi,aussi,Femme dans ses rêves  Roger Bens,10.0,56.0
1985,Denmark,Hot Eyes,Sku' du spørg' fra no'en,no'en,Sku' du spørg' fra  Hot Eyes,11.0,41.0
1985,Switzerland,Mariella Farré & Pino Gasparini,"Piano, piano",piano,"Piano,  Mariella Farré & Pino Gasparini",12.0,39.0
1985,Luxembourg,"Margo, Franck, Diane, Ireen, Malcolm & Chris","Children, Kinder, Enfants",Enfants,"Children, Kinder,  Margo, Franck, Diane, Ireen, Malcolm & Chris",13.0,37.0
1985,Spain,Paloma San Basilio,La fiesta terminó,terminó,La fiesta  Paloma San Basilio,14.0,36.0
1985,Turkey,MFÖ,Di di dai,dai,Di di  MFÖ,14.0,36.0
1985,Cyprus,Lia Vishy,To katalava arga,arga,To katalava  Lia Vishy,16.0,15.0
1985,Greece,Takis Biniaris,Miazoume,Miazoume, Takis Biniaris,16.0,15.0
1985,Portugal,Adelaide,"Penso em ti, eu sei",sei,"Penso em ti, eu  Adelaide",18.0,9.0
1985,Belgium,Linda Lepomme,Laat me nu gaan,gaan,Laat me nu  Linda Lepomme,19.0,7.0
1986,Belgium,Sandra Kim,J'aime la vie,vie,J'aime la  Sandra Kim,1.0,176.0
1986,Switzerland,Daniela Simons,Pas pour moi,moi,Pas pour  Daniela Simons,2.0,140.0
1986,Luxembourg,Sherisse Laurence,L'amour de ma vie,vie,L'amour de ma  Sherisse Laurence,3.0,117.0
1986,Ireland,Luv Bug,You Can Count On Me,Me,You Can Count On  Luv Bug,4.0,96.0
1986,Sweden,Lasse Holm & Monica Törnell,E' de' det här du kallar kärlek?,kärlek?,E' de' det här du kallar  Lasse Holm & Monica Törnell,5.0,78.0
1986,Denmark,Lise Haavik & Trax,Du er fuld af løgn,løgn,Du er fuld af  Lise Haavik & Trax,6.0,77.0
1986,United Kingdom,Ryder,Runner in the Night,Night,Runner in the  Ryder,7.0,72.0
1986,Germany,Ingrid Peters,Über die Brücke geh'n,geh'n,Über die Brücke  Ingrid Peters,8.0,62.0
1986,Turkey,Klips ve Onlar,Halley,Halley, Klips ve Onlar,9.0,53.0
1986,Spain,Cadillac,Valentino,Valentino, Cadillac,10.0,51.0
1986,Yugoslavia,Doris Dragović,Željo moja,moja,Željo  Doris Dragović,11.0,49.0
1986,Norway,Ketil Stokkan,Romeo,Romeo, Ketil Stokkan,12.0,44.0
1986,Netherlands,Frizzle Sizzle,Alles heeft ritme,ritme,Alles heeft  Frizzle Sizzle,13.0,40.0
1986,Portugal,Dora,Não sejas mau para mim,mim,Não sejas mau para  Dora,14.0,28.0
1986,Finland,Kari Kuivalainen,Päivä kahden ihmisen,ihmisen,Päivä kahden  Kari Kuivalainen,15.0,22.0
1986,Iceland,Icy,Gleðibankinn,Gleðibankinn, Icy,16.0,19.0
1986,France,Cocktail Chic,Européennes,Européennes, Cocktail Chic,17.0,13.0
1986,Austria,Timna Brauer,Die Zeit ist einsam,einsam,Die Zeit ist  Timna Brauer,18.0,12.0
1986,Israel,Moti Galadi & Sarai Tzuriel,Yavoh yom,yom,Yavoh  Moti Galadi & Sarai Tzuriel,19.0,7.0
1986,Cyprus,Elpida,Tora zo,zo,Tora  Elpida,20.0,4.0
1987,Ireland,Johnny Logan,Hold Me Now,Now,Hold Me  Johnny Logan,1.0,172.0
1987,Germany,Wind,Laß die Sonne in dein Herz,Herz,Laß die Sonne in dein  Wind,2.0,141.0
1987,Italy,Umberto Tozzi and Raf,Gente di mare,mare,Gente di  Umberto Tozzi and Raf,3.0,103.0
1987,Yugoslavia,Novi Fosili,Ja sam za ples,ples,Ja sam za  Novi Fosili,4.0,92.0
1987,Netherlands,Marcha,Rechtop in de wind,wind,Rechtop in de  Marcha,5.0,83.0
1987,Denmark,Anne-Cathrine Herdorf,En lille melodi,melodi,En lille  Anne-Cathrine Herdorf,5.0,83.0
1987,Cyprus,Alexia,Aspro mavro,mavro,Aspro  Alexia,7.0,80.0
1987,Israel,Datner & Kushnir,Shir habatlanim,habatlanim,Shir  Datner & Kushnir,8.0,73.0
1987,Norway,Kate Gulbrandsen,Mitt liv,liv,Mitt  Kate Gulbrandsen,9.0,65.0
1987,Greece,Bang,Stop!,Stop!, Bang,10.0,64.0
1987,Belgium,Liliane Saint-Pierre,Soldiers of Love,Love,Soldiers of  Liliane Saint-Pierre,11.0,56.0
1987,Sweden,Lotta Engberg,Boogaloo,Boogaloo, Lotta Engberg,12.0,50.0
1987,United Kingdom,Rikki,Only the Light,Light,Only the  Rikki,13.0,47.0
1987,France,Christine Minier,Les mots d'amour n'ont pas de dimanche,dimanche,Les mots d'amour n'ont pas de  Christine Minier,14.0,44.0
1987,Finland,Vicky Rosti,Sata salamaa,salamaa,Sata  Vicky Rosti,15.0,32.0
1987,Iceland,Halla Margarét,Hægt og hljótt,hljótt,Hægt og  Halla Margarét,16.0,28.0
1987,Switzerland,Carole Rich,Moitié moitié,moitié,Moitié  Carole Rich,17.0,26.0
1987,Portugal,Nevada,Neste barco à vela,vela,Neste barco à  Nevada,18.0,15.0
1987,Spain,Patricia Kraus,No estás solo,solo,No estás  Patricia Kraus,19.0,10.0
1987,Austria,Gary Lux,Nur noch Gefühl,Gefühl,Nur noch  Gary Lux,20.0,8.0
1987,Luxembourg,Plastic Bertrand,Amour amour,amour,Amour  Plastic Bertrand,21.0,4.0
1987,Turkey,Seyyal Taner & Lokomotif,Şarkım Sevgi Üstüne,Üstüne,Şarkım Sevgi  Seyyal Taner & Lokomotif,22.0,0.0
1988,Switzerland,Céline Dion,Ne partez pas sans moi,moi,Ne partez pas sans  Céline Dion,1.0,137.0
1988,United Kingdom,Scott Fitzgerald,Go,Go, Scott Fitzgerald,2.0,136.0
